"[all run data]","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen"
,"403","2932903","72.66934614253505","403","2947792","73.28693265366141","403","2940499","70.14998529555926","403","2878105","71.66944417213998","403","2900974","68.3854524066268","403","2910343","72.63013430055877","403","2956210","70.9930398980492","403","2927794","72.88501127340457","403","2932846","71.2871287128713",,,
,"404","2940865","72.66934614253505","404","2955481","73.28693265366141","404","2948419","70.14998529555926","404","2885143","71.66944417213998","404","2908714","68.3854524066268","404","2918143","72.6497402215469","404","2964151","71.00284285854329","404","2935438","72.91442015488678","404","2940247","71.2871287128713",,,
,"405","2948563","72.66934614253505","405","2963308","73.28693265366141","405","2956612","70.14998529555926","405","2893459","71.66944417213998","405","2915911","68.40505832761494","405","2925490","72.65954318204098","405","2971981","71.05185766101363","405","2943364","72.94382903636898","405","2948026","71.30673463385942",,,
,"406","2956588","72.66934614253505","406","2971084","73.28693265366141","406","2964067","70.15978825605333","406","2900794","71.66944417213998","406","2924080","68.43446720909715","406","2933185","72.68895206352317","406","2980036","71.08126654249584","406","2950987","72.95363199686305","406","2955535","71.33614351534163",,,
,"407","2964649","72.66934614253505","407","2978857","73.28693265366141","407","2971936","70.15978825605333","407","2908240","71.66944417213998","407","2931517","68.43446720909715","407","2940934","72.70855798451132","407","2987257","71.10087246348397","407","2958757","72.9732379178512","407","2963488","71.3459464758357",,,
,"408","2972719","72.66934614253505","408","2986411","73.28693265366141","408","2979607","70.15978825605333","408","2915923","71.66944417213998","408","2938780","68.43446720909715","408","2948812","72.70855798451132","408","2994307","71.12047838447211","408","2966371","72.9732379178512","408","2971318","71.3459464758357",,,
,"409","2980798","72.66934614253505","409","2993656","73.28693265366141","409","2987761","70.15978825605333","409","2923825","71.66944417213998","409","2946235","68.43446720909715","409","2956657","72.70855798451132","409","3002332","71.13028134496618","409","2974396","72.9732379178512","409","2979382","71.3459464758357",,,
,"410","2988223","72.66934614253505","410","3001099","73.28693265366141","410","2995720","70.15978825605333","410","2931295","71.67924713263406","410","2954017","68.43446720909715","410","2964676","72.71836094500539","410","3009592","71.13028134496618","410","2981959","72.9732379178512","410","2987203","71.36555239682384",,,
,"411","2995999","72.66934614253505","411","3008980","73.29673561415547","411","3003934","70.15978825605333","411","2938765","71.67924713263406","411","2962312","68.43446720909715","411","2972473","72.71836094500539","411","3017320","71.13028134496618","411","2989486","73.02225272032153","411","2995132","71.36555239682384",,,
,"412","3004231","72.66934614253505","412","3016780","73.32614449563769","412","3011422","70.15978825605333","412","2946298","71.67924713263406","412","2970133","68.43446720909715","412","2979943","72.72816390549946","412","3024895","71.13028134496618","412","2997148","73.04185864130967","412","3002329","71.36555239682384",,,
,"413","3011683","72.66934614253505","413","3024592","73.33594745613175","413","3019105","70.15978825605333","413","2953939","71.68905009312813","413","2978233","68.43446720909715","413","2987119","72.72816390549946","413","3032470","71.14008430546025","413","3004906","73.04185864130967","413","3010174","71.36555239682384",,,
,"414","3019996","72.66934614253505","414","3032125","73.37515929810803","414","3027031","70.15978825605333","414","2961919","71.73806489559847","414","2986156","68.43446720909715","414","2994943","72.73796686599353","414","3040441","71.16949318694246","414","3012385","73.04185864130967","414","3017908","71.36555239682384",,,
,"415","3027292","72.66934614253505","415","3040132","73.37515929810803","415","3035056","70.15978825605333","415","2969464","71.76747377708068","415","2993533","68.43446720909715","415","3003211","72.73796686599353","415","3048232","71.18909910793059","415","3019942","73.07126752279189","415","3026071","71.36555239682384",,,
,"416","3035020","72.66934614253505","416","3047851","73.37515929810803","416","3042949","70.15978825605333","416","2977429","71.7968826585629","416","3001267","68.43446720909715","416","3010654","72.73796686599353","416","3055579","71.18909910793059","416","3027304","73.08107048328596","416","3033616","71.36555239682384",,,
,"417","3042697","72.66934614253505","417","3055582","73.37515929810803","417","3050704","70.15978825605333","417","2985226","71.82629154004509","417","3008959","68.43446720909715","417","3018220","72.7477698264876","417","3063337","71.19890206842466","417","3034837","73.08107048328596","417","3041125","71.36555239682384",,,
,"418","3050485","72.66934614253505","418","3063550","73.37515929810803","418","3058801","70.15978825605333","418","2992939","71.83609450053916","418","3016924","68.43446720909715","418","3025822","72.75757278698167","418","3070732","71.22831094990687","418","3042544","73.09087344378003","418","3048913","71.36555239682384",,,
,"419","3058324","72.66934614253505","419","3071461","73.39476521909617","419","3066562","70.15978825605333","419","3000988","71.8851093030095","419","3024976","68.43446720909715","419","3033646","72.79678462895794","419","3077647","71.26752279188315","419","3050605","73.09087344378003","419","3056536","71.36555239682384",,,
,"420","3066076","72.66934614253505","420","3079105","73.39476521909617","420","3074260","70.15978825605333","420","3008746","71.8851093030095","420","3032332","68.43446720909715","420","3041371","72.79678462895794","420","3085327","71.26752279188315","420","3058417","73.09087344378003","420","3063685","71.39496127830604",,,
,"421","3073798","72.66934614253505","421","3087076","73.39476521909617","421","3082393","70.15978825605333","421","3016408","71.91451818449171","421","3040033","68.43446720909715","421","3049150","72.81639054994608","421","3093085","71.26752279188315","421","3065899","73.09087344378003","421","3070834","71.40476423880011",,,
,"422","3081301","72.66934614253505","422","3094837","73.40456817959023","422","3090421","70.15978825605333","422","3024376","71.93412410547985","422","3047956","68.43446720909715","422","3056647","72.81639054994608","422","3100987","71.26752279188315","422","3073180","73.09087344378003","422","3078562","71.43417312028232",,,
,"423","3088966","72.66934614253505","423","3102385","73.42417410057837","423","3098164","70.15978825605333","423","3031837","71.93412410547985","423","3055873","68.43446720909715","423","3064324","72.81639054994608","423","3108592","71.26752279188315","423","3081118","73.09087344378003","423","3086380","71.46358200176454",,,
,"424","3097408","72.66934614253505","424","3110254","73.42417410057837","424","3105682","70.15978825605333","424","3039748","71.93412410547985","424","3063358","68.43446720909715","424","3072076","72.81639054994608","424","3116347","71.26752279188315","424","3088648","73.09087344378003","424","3093934","71.48318792275268",,,
,"425","3105157","72.66934614253505","425","3117919","73.42417410057837","425","3113335","70.15978825605333","425","3047398","71.93412410547985","425","3071413","68.43446720909715","425","3079951","72.82619351044015","425","3123388","71.2871287128713","425","3096361","73.10067640427408","425","3101755","71.48318792275268",,,
,"426","3112909","72.66934614253505","426","3125581","73.42417410057837","426","3121192","70.15978825605333","426","3055288","71.93412410547985","426","3079315","68.43446720909715","426","3087961","72.82619351044015","426","3131185","71.2871287128713","426","3103774","73.12028232526222","426","3109744","71.5027938437408",,,
,"427","3120772","72.66934614253505","427","3133300","73.42417410057837","427","3128998","70.15978825605333","427","3062836","71.93412410547985","427","3086905","68.43446720909715","427","3095287","72.83599647093422","427","3139045","71.2871287128713","427","3111466","73.13988824625037","427","3117181","71.51259680423487",,,
,"428","3128980","72.66934614253505","428","3141436","73.44378002156651","428","3136714","70.15978825605333","428","3070453","71.93412410547985","428","3094579","68.43446720909715","428","3103009","72.86540535241643","428","3146599","71.2871287128713","428","3118960","73.13988824625037","428","3124357","71.54200568571709",,,
,"429","3136516","72.66934614253505","429","3148894","73.47318890304872","429","3144355","70.15978825605333","429","3078355","71.94392706597392","429","3102556","68.43446720909715","429","3110344","72.8752083129105","429","3154132","71.31653759435349","429","3126253","73.16929712773258","429","3132022","71.5714145671993",,,
,"430","3143956","72.66934614253505","430","3156763","73.47318890304872","430","3152266","70.15978825605333","430","3085984","71.94392706597392","430","3110488","68.43446720909715","430","3117907","72.8752083129105","430","3161692","71.3459464758357","430","3133600","73.22811489069699","430","3139903","71.6008234486815",,,
,"431","3151396","72.66934614253505","431","3164365","73.4829918635428","431","3159823","70.15978825605333","431","3093721","71.94392706597392","431","3118384","68.43446720909715","431","3125890","72.88501127340457","431","3169237","71.38515831781199","431","3141304","73.26732673267327","431","3147025","71.63023233016371",,,
,"432","3159340","72.66934614253505","432","3172696","73.4829918635428","432","3167479","70.15978825605333","432","3101443","71.94392706597392","432","3126244","68.43446720909715","432","3133441","72.88501127340457","432","3176917","71.4439760807764","432","3149071","73.29673561415547","432","3154978","71.66944417213998",,,
,"433","3167056","72.66934614253505","433","3180664","73.50259778453093","433","3174601","70.15978825605333","433","3109693","71.953730026468","433","3133969","68.43446720909715","433","3141151","72.88501127340457","433","3184405","71.4733849622586","433","3156505","73.31634153514361","433","3162790","71.67924713263406",,,
,"434","3174640","72.66934614253505","434","3188371","73.50259778453093","434","3182323","70.15978825605333","434","3117784","71.9831389079502","434","3141472","68.43446720909715","434","3148744","72.88501127340457","434","3192616","71.49299088324675","434","3164119","73.32614449563769","434","3170590","71.67924713263406",,,
